Woche,Geschäftsnr,Betreff,Ergebnis,Konfidenz,PDF
05.08.2026,PS260109,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260109-O2.pdf
05.08.2026,SB250036,"mehrfachen Betrug etc. Berufung gegen ein Urteil des Bezirksgerichtes Bülach, Ei",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250036-O1.pdf
05.08.2026,PS260046,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260046-O2.pdf
05.08.2026,PS260030,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260030-O2.pdf
05.08.2026,LF250040,Kraftloserklärung eines Schuldbriefes Berufung gegen eine Verfügung des Einzelge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250040-O2.pdf
05.08.2026,PF250058,"Ausschlagung (Kostenbeschwerde) im Nachlass von B._____, geboren tt. März 1944, ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PF250058-O1.pdf
05.08.2026,FV240027,Miteigentum,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV240027-D7.pdf
05.08.2026,PS250410,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250410-O2.pdf
05.08.2026,PS250134,Mitteilung der betreibungsamtlichen Schätzung des Grundstückes und der Zugehör v,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250134-O2.pdf
05.08.2026,HG220082,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG220082-O15.pdf
05.08.2026,GG250009,Verbrechen gegen das Betäubungsmittelgesetz etc. (abgekürztes Verfahren),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250009-F1.pdf
05.08.2026,FV250035,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250035-L2.pdf
05.08.2026,GG250007,Gewerbsmässiger Diebstahl etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250007-L1.pdf
29.07.2026,PS260206,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260206-O1.pdf
29.07.2026,PQ260052,Strafandrohung gemäss Art. 292 StGB betreffend Abklärungsauftrag an das Kinder- ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260052-O1.pdf
29.07.2026,PS260185,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260185-O2.pdf
29.07.2026,AN240019,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AN240019-C7.pdf
29.07.2026,VR260003,Rekurs gegen die Verfügung des Bezirksgerichts Winterthur vom 16. Februar 2026 (,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VR260003-O2.pdf
29.07.2026,PS260176,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260176-O2.pdf
29.07.2026,PQ260045,Kontaktreglung und Anpassung Beistandschaft (vorsorgliche Massnahmen) Beschwerde,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260045-O1.pdf
29.07.2026,RE260004,Eheschutz (unentgeltliche Rechtsvertretung / Honorar) Beschwerde gegen eine Verf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RE260004-O2.pdf
29.07.2026,PQ260038,Anordnung einer Verfahrensbeistandschaft nach Art. 314abis ZGB Beschwerde gegen ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260038-O1.pdf
29.07.2026,RT260084,Rechtsöffnung Beschwerde gegen einen Entscheid des Einzelgerichts Audienz am Bez,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260084-O2.pdf
29.07.2026,PS260119,Nachlassstundung Beschwerde gegen ein Urteil des Nachlassgerichtes des Bezirksge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260119-O2.pdf
29.07.2026,PS260073,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260073-O2.pdf
29.07.2026,CG250001,Beseitigung des rechtswidrigen Zustands,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/CG250001-C7.pdf
29.07.2026,LF260041,Rechtsschutz in klaren Fällen (Ausweisung) Berufung gegen ein Urteil des Einzelg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260041-O1.pdf
29.07.2026,RS260006,Rechtsöffnung Antrag um Aufschub der Vollstreckbarkeit eines unbegründeten Entsc,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RS260006-O1.pdf
29.07.2026,RA250013,arbeitsrechtliche Forderung (Ausstand) Beschwerde gegen eine Verfügung des Arbei,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RA250013-O7.pdf
29.07.2026,RU260024,Kündigungsschutz / Anfechtung Rechtsverweigerungsbeschwerde im Verfahren MO26003,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RU260024-O1.pdf
29.07.2026,RT260041,Rechtsöffnung Beschwerde gegen eine Verfügung des Einzelgerichts am Bezirksgeric,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260041-O3.pdf
29.07.2026,PQ260035,Weisung / Anordnung einer Sozialpädagogischen Familienbeglei- tung Beschwerde ge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260035-O1.pdf
29.07.2026,PS260132,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260132-O3.pdf
29.07.2026,PS260136,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260136-O3.pdf
29.07.2026,LC240041,Ehescheidung Berufung gegen ein Teilurteil des Einzelgerichts im ordentlichen Ve,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC240041-O5.pdf
29.07.2026,PS260128,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260128-O2.pdf
29.07.2026,ED260004,Gesuch um unentgeltliche Rechtspflege,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/ED260004-M1.pdf
29.07.2026,LZ250046,Unterhalt und weitere Kinderbelange,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250046-O6.pdf
29.07.2026,PC250030,Ehescheidung (Teilurteil) Beschwerde gegen eine Verfügung des Einzelgerichts am ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PC250030-O9.pdf
29.07.2026,SM250003,Anordnung einer Verwahrung (Nachverfahren) Berufung gegen ein Urteil des Bezirks,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SM250003-O1.pdf
29.07.2026,VB260002,Beschwerde i.S.v. § 43 Abs. 2 lit. a VRG gegen ein Urteil des Verwaltungsgericht,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VB260002-O2.pdf
29.07.2026,LZ250021,Unterhalt Berufung gegen ein Urteil des Einzelgerichts am Bezirksgericht Bülach ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250021-O4.pdf
29.07.2026,SB250214,sexuelle Handlungen mit Kindern etc. und Widerruf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250214-O1.pdf
29.07.2026,SB250203,Anstiftung zur Schändung etc. (Rückweisung des Schweizeri- schen Bundesgerichtes,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250203-O1.pdf
29.07.2026,PS260082,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes in Konkurssache,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260082-O3.pdf
29.07.2026,PS250223,Pfändungsankündigung vom 9. Mai 2025 / Betreibung Nr. ... (Beschwerde über das B,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250223-O3.pdf
29.07.2026,GG260017,Mehrfache Gehilfenschaft zum - teilweise versuchten - Betrug Privatkläger 1. B._,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG260017-L1.pdf
29.07.2026,LY250007,Ehescheidung (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzelg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY250007-O8.pdf
29.07.2026,DH260004,"Gehilfenschaft zum gewerbsmässigen Diebstahl etc. Privatkläger 1. B._____ GmbH, ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH260004-K2.pdf
29.07.2026,SB250154,"Schändung etc. Berufung gegen ein Urteil des Bezirksgerichts Dielsdorf, I. Abtei",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250154-O1.pdf
29.07.2026,WP260001,Feststellung der Nachzahlungspflicht Verfahren LE190019-O,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/WP260001-O3.pdf
29.07.2026,SB250145,"mehrfache Drohung etc. Berufung gegen ein Urteil des Bezirksgerichtes Zürich, 10",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250145-O1.pdf
29.07.2026,SB250010,"mehrfache Drohung etc. Berufung gegen ein Urteil des Bezirksgerichtes Horgen, Ei",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250010-O1.pdf
29.07.2026,DH260004,"Gehilfenschaft zum gewerbsmässigen Diebstahl etc. Privatkläger 1. B._____ GmbH, ",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH260004-K2.pdf
29.07.2026,HE260022,Bauhandwerkerpfandrecht,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HE260022-O1.pdf
29.07.2026,SB250135,gewerbsmässigen Betrug etc. und Widerruf Berufung gegen ein Urteil des Bezirksge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250135-O1.pdf
29.07.2026,SB250265,gewerbsmässigen Diebstahl etc. Berufung gegen ein Urteil des Bezirksgerichtes Zü,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250265-O1.pdf
29.07.2026,GB250014,Vergehen gegen das Sprengstoffgesetz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GB250014-M1.pdf
29.07.2026,HG230232,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG230232-O11.pdf
29.07.2026,SB240178,Diebstahl etc. Berufung gegen ein Urteil des Bezirksgerichtes Winterthur vom 30.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240178-O1.pdf
29.07.2026,AH250108,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250108-L2.pdf
29.07.2026,GG250039,Fahren ohne Berechtigung etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250039-I3.pdf
29.07.2026,FP240011,Abänderung Scheidungsurteil,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP240011-G9.pdf
29.07.2026,GG250077,Qualifiziert grobe Verletzung der Verkehrsregeln,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250077-K2.pdf
29.07.2026,AH240005,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH240005-H2.pdf
29.07.2026,EE240074,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE240074-C11.pdf
29.07.2026,FK250003,Kindesunterhalt und weitere Kinderbelange,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK250003-G6.pdf
29.07.2026,EE250027,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250027-F1.pdf
15.07.2026,HG260010,Gegendarstellung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG260010-O4.pdf
15.07.2026,LB250018,Forderung Berufung gegen ein Urteil des Bezirksgerichtes Winterthur im ordentlic,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LB250018-O12.pdf
15.07.2026,AH250005,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250005-G3.pdf
15.07.2026,AH250007,arbeitsrechtliche Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250007-G2.pdf
15.07.2026,LF260047,Organisationsmangel Berufung gegen ein Urteil des Einzelgerichtes im summarische,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260047-O2.pdf
15.07.2026,PS260177,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260177-O2.pdf
15.07.2026,PQ260024,Kindesschutzmassnahmen Beschwerde gegen ein Urteil des Bezirksrates Bülach vom 1,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260024-O2.pdf
15.07.2026,PS260134,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260134-O2.pdf
15.07.2026,EE250013,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250013-G3.pdf
15.07.2026,PS260118,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes in Konkurssache,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260118-O2.pdf
15.07.2026,LC250032,Ehescheidung Berufung gegen ein Urteil des Einzelgerichtes in Zivil- und Strafsa,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC250032-O1.pdf
15.07.2026,VB260007,Aufsichtsbeschwerde gegen das Bezirksgericht Meilen etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VB260007-O2.pdf
15.07.2026,EK260469,Konkurseröffnung (Betr. 1 / KA …),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EK260469-L1.pdf
15.07.2026,EK260714,Überschuldungsanzeige,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EK260714-L1.pdf
15.07.2026,LY230048,Ehescheidung (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzelg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY230048-O22.pdf
15.07.2026,VV260004,Umteilung Prozess Nr. MO260030-F des Bezirksgerichts Horgen in Sachen A._____ un,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VV260004-O2.pdf
15.07.2026,VV260005,Umteilung Prozess Nr. FE260028-... des Bezirksgerichts C._____ in Sachen A._____,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VV260005-O2.pdf
15.07.2026,GG260004,Verbrechen gegen das Betäubungsmittelgesetzes (abgekürztes Verfahren),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG260004-F1.pdf
15.07.2026,LC260004,Abänderung des Scheidungsurteils Berufung gegen einen Entscheid der 5. Abteilung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC260004-O1.pdf
15.07.2026,EE250053,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250053-F1.pdf
15.07.2026,UE250304,Nichtanhandnahme Beschwerde gegen die Nichtanhandnahmeverfügung der Staatsanwalt,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/UE250304-O3.pdf
15.07.2026,EE250078,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250078-F1.pdf
15.07.2026,FP260003,Abänderung des Scheidungsurteils,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP260003-F2.pdf
15.07.2026,FE250249,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250249-F1.pdf
15.07.2026,FP240017,Abänderung des Scheidungsurteils,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP240017-F5.pdf
15.07.2026,AH250053,Forderung / Zeugnisänderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250053-L3.pdf
15.07.2026,DG250022,"Freiheitsberaubung und Entführung etc. Privatkläger 1. B._____, 2. C._____, 3. D",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG250022-I9.pdf
15.07.2026,FE250221,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250221-F1.pdf
15.07.2026,AH250111,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250111-L1.pdf
15.07.2026,FK250025,Anfechtung der Vaterschaft,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK250025-F1.pdf
15.07.2026,FK240004,Vaterschaft und Unterhalt,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK240004-F8.pdf
15.07.2026,DH250040,qualifizierte Widerhandlung gegen das Betäubungsmittelgesetz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH250040-K1.pdf
15.07.2026,FV230114,Nachbarrecht / Baum-Rückschnitt,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV230114-L9.pdf
15.07.2026,FE250183,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250183-F4.pdf
15.07.2026,FK240028,Abänderung Unterhalt,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK240028-D3.pdf
15.07.2026,EE250022,Eheschutzmassnahmen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE250022-E5.pdf
15.07.2026,FV240009,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV240009-H2.pdf
15.07.2026,CP180005,Herausgabe/Herabsetzung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/CP180005-E20.pdf
15.07.2026,LC250027,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC250027-O1.pdf
15.07.2026,FV250006,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV250006-E4.pdf
15.07.2026,FE160182,Ehescheidung (Art. 114 ZGB),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE160182-G15.pdf
15.07.2026,FE240576,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240576-L1.pdf
15.07.2026,FK220142,"(Abänderung) Unterhalt, Obhut und Betreuungsanteile",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK220142-L16.pdf
15.07.2026,GC240119,Übertretung von Verkehrsvorschriften,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GC240119-L1.pdf
08.07.2026,PS260033,Bestimmung des weiteren Verfahrens (Art. 132 Abs. 1 SchKG i.V.m. Art. 10 VVAG),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260033-O3.pdf
08.07.2026,PS260041,Pfändungsankündigung vom 24. September 2025 / Betreibung Nr. 1 (Beschwerde über ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260041-O1.pdf
08.07.2026,PS260051,Requisition Nr. 1 usw. / Aufsichtsbeschwerde (Beschwerde über die Betreibungsämt,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260051-O1.pdf
08.07.2026,SB250367,qualifizierte Widerhandlung gegen das Betäubungsmittelgesetz etc. und Widerruf B,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250367-O1.pdf
08.07.2026,SB250043,mehrfache qualifizierte Widerhandlung gegen das Betäubungsmit- telgesetz etc. un,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250043-O1.pdf
08.07.2026,LF260013,Einberufung der Gesellschafterversammlung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF260013-O2.pdf
08.07.2026,PC250015,Honorar Beschwerde gegen eine Verfügung des Einzelgerichtes des Bezirksgerichtes,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PC250015-O2.pdf
08.07.2026,PQ260018,Kosten Beschwerde gegen einen Beschluss des Bezirksrates Winterthur vom 20. Febr,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260018-O1.pdf
08.07.2026,RT250257,Rechtsöffnung Beschwerde gegen eine Verfügung des Einzelgerichts Audienz am Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250257-O5.pdf
08.07.2026,RT260015,Rechtsöffnung Beschwerde gegen einen Entscheid des Einzelgerichts Audienz am Bez,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260015-O3.pdf
08.07.2026,RT260016,Rechtsöffnung Beschwerde gegen einen Entscheid des Einzelgerichts Audienz am Bez,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT260016-O3.pdf
08.07.2026,PS260081,Konkurseröffnung / Nichtigkeit Urteil des Einzelgerichtes im summarischen Verfah,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260081-O2.pdf
08.07.2026,PS260083,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260083-O2.pdf
08.07.2026,PD250013,Anfechtung der Kündigung / Kostenbeschwerde Beschwerde gegen einen Beschluss des,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PD250013-O2.pdf
08.07.2026,LF250105,"Testamentseröffnung im Nachlass von L._____, geboren tt. Januar 1939, von M.____",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250105-O3.pdf
08.07.2026,SB250127,gewerbsmässigen Betrug etc. Berufung gegen ein Urteil des Bezirksgerichtes Bülac,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250127-O1.pdf
08.07.2026,PS260088,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260088-O2.pdf
08.07.2026,SB250199,qualifizierte Widerhandlung gegen das Betäubungsmittelgesetz und Widerruf Berufu,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250199-O1.pdf
08.07.2026,LY250003,Ehescheidung (vorsorgliche Massnahmen) Berufungen gegen eine Verfügung des Einze,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY250003-O20.pdf
08.07.2026,LZ250043,Kinderbelange (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzel,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250043-O8.pdf
08.07.2026,LC240035,Ehescheidung Berufung und Anschlussberufung gegen ein Urteil des Einzelgerichts ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LC240035-O4.pdf
08.07.2026,LF250118,Organisationsmangel Berufung gegen ein Urteil des Einzelgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250118-O2.pdf
08.07.2026,LE250002,Eheschutz Berufungen gegen ein Urteil des Einzelgerichts am Bezirksgericht Uster,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250002-O13.pdf
08.07.2026,LB240026,Aberkennung Berufung gegen ein Urteil des Bezirksgerichtes Winterthur vom 10. Ma,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LB240026-O6.pdf
08.07.2026,PS250398,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250398-O2.pdf
08.07.2026,SB250045,versuchte vorsätzliche Tötung etc. und Widerruf (Rückweisung des Schweizerischen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250045-O1.pdf
08.07.2026,LE240043,"Eheschutz Berufung gegen ein Urteil des Einzelgerichts am Bezirksgericht Zürich,",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE240043-O15.pdf
01.07.2026,AH250027,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250027-K3.pdf
